ds,bing_tiles_visited,single_tile_users,driving,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,#cases,bing_tiles_visited t-1,single_tile_users t-1,driving t-1,retail_and_recreation t-1,grocery_and_pharmacy t-1,parks t-1,transit_stations t-1,workplaces t-1,residential t-1,bing_tiles_visited t-2,single_tile_users t-2,driving t-2,retail_and_recreation t-2,grocery_and_pharmacy t-2,parks t-2,transit_stations t-2,workplaces t-2,residential t-2,bing_tiles_visited t-3,single_tile_users t-3,driving t-3,retail_and_recreation t-3,grocery_and_pharmacy t-3,parks t-3,transit_stations t-3,workplaces t-3,residential t-3,bing_tiles_visited t-4,single_tile_users t-4,driving t-4,retail_and_recreation t-4,grocery_and_pharmacy t-4,parks t-4,transit_stations t-4,workplaces t-4,residential t-4,bing_tiles_visited t-5,single_tile_users t-5,driving t-5,retail_and_recreation t-5,grocery_and_pharmacy t-5,parks t-5,transit_stations t-5,workplaces t-5,residential t-5,bing_tiles_visited t-6,single_tile_users t-6,driving t-6,retail_and_recreation t-6,grocery_and_pharmacy t-6,parks t-6,transit_stations t-6,workplaces t-6,residential t-6,bing_tiles_visited t-7,single_tile_users t-7,driving t-7,retail_and_recreation t-7,grocery_and_pharmacy t-7,parks t-7,transit_stations t-7,workplaces t-7,residential t-7,bing_tiles_visited t-8,single_tile_users t-8,driving t-8,retail_and_recreation t-8,grocery_and_pharmacy t-8,parks t-8,transit_stations t-8,workplaces t-8,residential t-8,bing_tiles_visited t-9,single_tile_users t-9,driving t-9,retail_and_recreation t-9,grocery_and_pharmacy t-9,parks t-9,transit_stations t-9,workplaces t-9,residential t-9,bing_tiles_visited t-10,single_tile_users t-10,driving t-10,retail_and_recreation t-10,grocery_and_pharmacy t-10,parks t-10,transit_stations t-10,workplaces t-10,residential t-10,state
2020-04-11,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,592.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,Bayern
2020-04-12,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,435.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,Bayern
2020-04-13,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,458.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,Bayern
2020-04-14,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,586.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,Bayern
2020-04-15,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,640.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,Bayern
2020-04-16,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,562.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,Bayern
2020-04-17,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,529.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,Bayern
2020-04-18,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,415.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,Bayern
2020-04-19,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,298.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,Bayern
2020-04-20,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,372.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,Bayern
2020-04-21,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,363.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,-0.30544,0.31367,43.8,-67.0,-2.0,5.0,-57.0,-35.0,12.0,Bayern
2020-04-22,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,411.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,-0.34446,0.46291000000000004,40.45,-66.0,-26.0,26.0,-60.0,-38.0,10.0,Bayern
2020-04-23,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,456.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,-0.58677,0.50797,47.88,-81.0,-94.0,24.0,-77.0,-89.0,31.0,Bayern
2020-04-24,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,372.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,-0.20429,0.29246,53.92,-57.0,0.0,-8.0,-58.0,-47.0,19.0,Bayern
2020-04-25,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,289.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,-0.20372,0.28079,55.44,-56.0,-11.0,25.0,-55.0,-46.0,18.0,Bayern
2020-04-26,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,176.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,-0.20160999999999998,0.26409,57.69,-63.0,-5.0,29.0,-55.0,-46.0,18.0,Bayern
2020-04-27,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,296.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,-0.22959000000000002,0.26124,56.69,-66.0,-7.0,25.0,-56.0,-46.0,19.0,Bayern
2020-04-28,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,274.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,-0.28098,0.32197,49.87,-74.0,-15.0,4.0,-56.0,-29.0,12.0,Bayern
2020-04-29,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,242.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,-0.31915,0.46588,56.88,-63.0,-9.0,20.0,-57.0,-31.0,9.0,Bayern
2020-04-30,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,247.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,-0.14909,0.26145999999999997,60.06,-53.0,-11.0,14.0,-52.0,-38.0,15.0,Bayern
2020-05-01,-0.5701,0.47126,57.13,-84.0,-92.0,-15.0,-73.0,-86.0,30.0,193.0,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,-0.11989000000000001,0.2613,60.99,-54.0,-11.0,33.0,-51.0,-38.0,16.0,Bayern
2020-05-02,-0.25636,0.30322,59.63,-52.0,4.0,-38.0,-51.0,-23.0,11.0,138.0,-0.5701,0.47126,57.13,-84.0,-92.0,-15.0,-73.0,-86.0,30.0,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,-0.16095,0.2541,63.31,-54.0,-11.0,43.0,-49.0,-38.0,15.0,Bayern
2020-05-03,-0.25579,0.4442,69.79,-60.0,8.0,29.0,-46.0,-24.0,8.0,119.0,-0.25636,0.30322,59.63,-52.0,4.0,-38.0,-51.0,-23.0,11.0,-0.5701,0.47126,57.13,-84.0,-92.0,-15.0,-73.0,-86.0,30.0,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,-0.16435999999999998,0.24301,63.55,-55.0,-9.0,34.0,-50.0,-38.0,16.0,Bayern
2020-05-04,-0.08324,0.23595,70.21,-38.0,-5.0,-13.0,-45.0,-31.0,13.0,166.0,-0.25579,0.4442,69.79,-60.0,8.0,29.0,-46.0,-24.0,8.0,-0.25636,0.30322,59.63,-52.0,4.0,-38.0,-51.0,-23.0,11.0,-0.5701,0.47126,57.13,-84.0,-92.0,-15.0,-73.0,-86.0,30.0,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,-0.21525,0.25356999999999996,61.06,-59.0,-9.0,12.0,-53.0,-39.0,17.0,Bayern
2020-05-05,-0.06948,0.23847,71.59,-42.0,-6.0,9.0,-43.0,-31.0,14.0,174.0,-0.08324,0.23595,70.21,-38.0,-5.0,-13.0,-45.0,-31.0,13.0,-0.25579,0.4442,69.79,-60.0,8.0,29.0,-46.0,-24.0,8.0,-0.25636,0.30322,59.63,-52.0,4.0,-38.0,-51.0,-23.0,11.0,-0.5701,0.47126,57.13,-84.0,-92.0,-15.0,-73.0,-86.0,30.0,-0.10893,0.23001999999999997,64.23,-41.0,19.0,-25.0,-46.0,-36.0,14.0,-0.15891,0.26588,65.3,-52.0,-1.0,-7.0,-48.0,-34.0,15.0,-0.09994,0.25573,63.8,-51.0,-11.0,16.0,-48.0,-34.0,14.0,-0.11035,0.24634,65.02,-46.0,-11.0,31.0,-47.0,-34.0,14.0,-0.2118,0.42273,65.27,-53.0,9.0,67.0,-48.0,-26.0,7.0,-0.22899,0.29567,57.45,-64.0,-11.0,27.0,-49.0,-25.0,10.0,Bayern
